,st_cty_code,county,state,cases
2445,460089,McPherson County,SD,0
2446,460091,Marshall County,SD,0
2447,460093,Meade County,SD,0
2448,460095,Mellette County,SD,0
2449,460097,Miner County,SD,0
2450,460099,Minnehaha County,SD,1
2451,4600101,Moody County,SD,0
2452,4600102,Oglala Lakota County,SD,0
2453,4600103,Pennington County,SD,0
2454,4600105,Perkins County,SD,0
2455,4600107,Potter County,SD,0
2456,4600109,Roberts County,SD,0
2457,4600111,Sanborn County,SD,0
2458,4600115,Spink County,SD,0
2459,4600117,Stanley County,SD,0
2460,4600119,Sully County,SD,0
2461,4600121,Todd County,SD,0
2462,4600123,Tripp County,SD,0
2463,4600125,Turner County,SD,0
2464,4600127,Union County,SD,0
2465,4600129,Walworth County,SD,0
2466,4600135,Yankton County,SD,0
2467,4600137,Ziebach County,SD,0
2468,4600999,South Dakota,SD,0
2469,47001,Anderson County,TN,0
2470,47003,Bedford County,TN,0
2471,47005,Benton County,TN,0
2472,47007,Bledsoe County,TN,0
2473,47009,Blount County,TN,0
2474,470011,Bradley County,TN,0
2475,470013,Campbell County,TN,0
2476,470015,Cannon County,TN,0
2477,470017,Carroll County,TN,0
2478,470019,Carter County,TN,1
2479,470021,Cheatham County,TN,0
2480,470023,Chester County,TN,0
2481,470025,Claiborne County,TN,0
2482,470027,Clay County,TN,0
2483,470029,Cocke County,TN,0
2484,470031,Coffee County,TN,0
2485,470033,Crockett County,TN,0
2486,470035,Cumberland County,TN,0
2487,470037,Davidson County,TN,0
2488,470039,Decatur County,TN,0
2489,470041,DeKalb County,TN,0
2490,470043,Dickson County,TN,0
2491,470045,Dyer County,TN,0
2492,470047,Fayette County,TN,0
2493,470049,Fentress County,TN,0
2494,470051,Franklin County,TN,0
2495,470053,Gibson County,TN,0
2496,470055,Giles County,TN,0
2497,470057,Grainger County,TN,0
2498,470059,Greene County,TN,1
2499,470061,Grundy County,TN,0
2500,470063,Hamblen County,TN,0
2501,470065,Hamilton County,TN,0
2502,470067,Hancock County,TN,0
2503,470069,Hardeman County,TN,0
2504,470071,Hardin County,TN,0
2505,470073,Hawkins County,TN,0
2506,470075,Haywood County,TN,0
2507,470077,Henderson County,TN,0
2508,470079,Henry County,TN,0
2509,470081,Hickman County,TN,0
2510,470083,Houston County,TN,0
2511,470085,Humphreys County,TN,0
2512,470087,Jackson County,TN,0
2513,470089,Jefferson County,TN,0
2514,470091,Johnson County,TN,0
2515,470093,Knox County,TN,4
2516,470095,Lake County,TN,0
2517,470097,Lauderdale County,TN,0
2518,470099,Lawrence County,TN,0
2519,4700101,Lewis County,TN,0
2520,4700103,Lincoln County,TN,0
2521,4700105,Loudon County,TN,0
2522,4700107,McMinn County,TN,0
2523,4700109,McNairy County,TN,0
2524,4700111,Macon County,TN,0
2525,4700113,Madison County,TN,0
2526,4700115,Marion County,TN,0
2527,4700117,Marshall County,TN,0
2528,4700119,Maury County,TN,0
2529,4700121,Meigs County,TN,0
2530,4700123,Monroe County,TN,0
2531,4700125,Montgomery County,TN,3
2532,4700127,Moore County,TN,0
2533,4700129,Morgan County,TN,0
2534,4700131,Obion County,TN,0
2535,4700133,Overton County,TN,0
2536,4700135,Perry County,TN,0
2537,4700137,Pickett County,TN,0
2538,4700139,Polk County,TN,0
2539,4700141,Putnam County,TN,0
2540,4700143,Rhea County,TN,0
2541,4700145,Roane County,TN,0
2542,4700147,Robertson County,TN,1
2543,4700149,Rutherford County,TN,1
2544,4700151,Scott County,TN,0
2545,4700153,Sequatchie County,TN,0
2546,4700155,Sevier County,TN,1
2547,4700157,Shelby County,TN,4
2548,4700159,Smith County,TN,0
2549,4700161,Stewart County,TN,0
2550,4700163,Sullivan County,TN,2
2551,4700165,Sumner County,TN,0
2552,4700167,Tipton County,TN,0
2553,4700169,Trousdale County,TN,0
2554,4700171,Unicoi County,TN,0
2555,4700173,Union County,TN,0
2556,4700175,Van Buren County,TN,0
2557,4700177,Warren County,TN,0
2558,4700179,Washington County,TN,2
2559,4700181,Wayne County,TN,0
2560,4700183,Weakley County,TN,0
2561,4700185,White County,TN,1
2562,4700187,Williamson County,TN,1
2563,4700189,Wilson County,TN,1
2564,4700999,Tennessee,TN,6
2565,48001,Anderson County,TX,0
2566,48003,Andrews County,TX,0
2567,48005,Angelina County,TX,0
2568,48007,Aransas County,TX,0
2569,48009,Archer County,TX,1
2570,480011,Armstrong County,TX,0
2571,480013,Atascosa County,TX,0
2572,480015,Austin County,TX,0
2573,480017,Bailey County,TX,0
2574,480019,Bandera County,TX,0
2575,480021,Bastrop County,TX,0
2576,480023,Baylor County,TX,0
2577,480025,Bee County,TX,0
2578,480027,Bell County,TX,0
2579,480029,Bexar County,TX,2
2580,480031,Blanco County,TX,0
2581,480033,Borden County,TX,0
2582,480035,Bosque County,TX,0
2583,480037,Bowie County,TX,1
2584,480039,Brazoria County,TX,1
2585,480041,Brazos County,TX,0
2586,480043,Brewster County,TX,0
2587,480045,Briscoe County,TX,0
2588,480047,Brooks County,TX,0
2589,480049,Brown County,TX,0
2590,480051,Burleson County,TX,0
2591,480053,Burnet County,TX,0
2592,480055,Caldwell County,TX,0
2593,480057,Calhoun County,TX,0
2594,480059,Callahan County,TX,0
2595,480061,Cameron County,TX,1
2596,480063,Camp County,TX,0
2597,480065,Carson County,TX,0
2598,480067,Cass County,TX,0
2599,480069,Castro County,TX,0
2600,480071,Chambers County,TX,0
2601,480073,Cherokee County,TX,0
2602,480075,Childress County,TX,0
2603,480077,Clay County,TX,0
2604,480079,Cochran County,TX,0
2605,480081,Coke County,TX,0
2606,480083,Coleman County,TX,0
2607,480085,Collin County,TX,1
2608,480087,Collingsworth County,TX,0
2609,480089,Colorado County,TX,0
2610,480091,Comal County,TX,0
2611,480093,Comanche County,TX,0
2612,480095,Concho County,TX,0
2613,480097,Cooke County,TX,0
2614,480099,Coryell County,TX,0
2615,4800101,Cottle County,TX,0
2616,4800103,Crane County,TX,0
2617,4800105,Crockett County,TX,0
2618,4800107,Crosby County,TX,0
2619,4800109,Culberson County,TX,0
2620,4800111,Dallam County,TX,0
2621,4800113,Dallas County,TX,7
2622,4800115,Dawson County,TX,0
2623,4800117,Deaf Smith County,TX,0
2624,4800119,Delta County,TX,0
2625,4800121,Denton County,TX,2
2626,4800123,DeWitt County,TX,0
2627,4800125,Dickens County,TX,0
2628,4800127,Dimmit County,TX,0
2629,4800129,Donley County,TX,0
2630,4800131,Duval County,TX,0
2631,4800133,Eastland County,TX,0
2632,4800135,Ector County,TX,0
2633,4800137,Edwards County,TX,0
2634,4800139,Ellis County,TX,0
2635,4800141,El Paso County,TX,0
2636,4800143,Erath County,TX,0
2637,4800145,Falls County,TX,0
2638,4800147,Fannin County,TX,0
2639,4800149,Fayette County,TX,0
2640,4800151,Fisher County,TX,0
2641,4800153,Floyd County,TX,0
2642,4800155,Foard County,TX,0
2643,4800157,Fort Bend County,TX,0
2644,4800159,Franklin County,TX,0
2645,4800161,Freestone County,TX,0
2646,4800163,Frio County,TX,0
2647,4800165,Gaines County,TX,0
2648,4800167,Galveston County,TX,0
2649,4800169,Garza County,TX,0
2650,4800171,Gillespie County,TX,0
2651,4800173,Glasscock County,TX,0
2652,4800175,Goliad County,TX,0
2653,4800177,Gonzales County,TX,0
2654,4800179,Gray County,TX,0
2655,4800181,Grayson County,TX,1
2656,4800183,Gregg County,TX,0
2657,4800185,Grimes County,TX,0
2658,4800187,Guadalupe County,TX,0
2659,4800189,Hale County,TX,0
2660,4800191,Hall County,TX,0
2661,4800193,Hamilton County,TX,0
2662,4800195,Hansford County,TX,0
2663,4800197,Hardeman County,TX,0
2664,4800199,Hardin County,TX,0
2665,4800201,Harris County,TX,5
2666,4800203,Harrison County,TX,0
2667,4800205,Hartley County,TX,1
2668,4800207,Haskell County,TX,0
2669,4800209,Hays County,TX,0
2670,4800211,Hemphill County,TX,0
2671,4800213,Henderson County,TX,0
2672,4800215,Hidalgo County,TX,3
2673,4800217,Hill County,TX,0
2674,4800219,Hockley County,TX,0
2675,4800221,Hood County,TX,0
2676,4800223,Hopkins County,TX,0
2677,4800225,Houston County,TX,0
2678,4800227,Howard County,TX,0
2679,4800229,Hudspeth County,TX,0
2680,4800231,Hunt County,TX,1
2681,4800233,Hutchinson County,TX,0
2682,4800235,Irion County,TX,0
2683,4800237,Jack County,TX,0
2684,4800239,Jackson County,TX,0
2685,4800241,Jasper County,TX,0
2686,4800243,Jeff Davis County,TX,0
2687,4800245,Jefferson County,TX,0
2688,4800247,Jim Hogg County,TX,0
2689,4800249,Jim Wells County,TX,0
2690,4800251,Johnson County,TX,0
2691,4800253,Jones County,TX,0
2692,4800255,Karnes County,TX,0
2693,4800257,Kaufman County,TX,0
2694,4800259,Kendall County,TX,0
2695,4800261,Kenedy County,TX,0
2696,4800263,Kent County,TX,0
2697,4800265,Kerr County,TX,0
2698,4800267,Kimble County,TX,0
2699,4800269,King County,TX,0
2700,4800271,Kinney County,TX,0
2701,4800273,Kleberg County,TX,0
2702,4800275,Knox County,TX,0
2703,4800277,Lamar County,TX,1
2704,4800279,Lamb County,TX,0
2705,4800281,Lampasas County,TX,0
2706,4800283,La Salle County,TX,0
2707,4800285,Lavaca County,TX,1
2708,4800287,Lee County,TX,0
2709,4800289,Leon County,TX,0
2710,4800291,Liberty County,TX,0
2711,4800293,Limestone County,TX,0
2712,4800295,Lipscomb County,TX,0
2713,4800297,Live Oak County,TX,0
2714,4800299,Llano County,TX,0
2715,4800301,Loving County,TX,0
2716,4800303,Lubbock County,TX,0
2717,4800305,Lynn County,TX,0
2718,4800307,McCulloch County,TX,1
2719,4800309,McLennan County,TX,0
2720,4800311,McMullen County,TX,0
2721,4800313,Madison County,TX,0
2722,4800315,Marion County,TX,0
2723,4800317,Martin County,TX,0
2724,4800319,Mason County,TX,0
2725,4800321,Matagorda County,TX,0
2726,4800323,Maverick County,TX,0
2727,4800325,Medina County,TX,0
2728,4800327,Menard County,TX,0
2729,4800329,Midland County,TX,0
2730,4800331,Milam County,TX,0
2731,4800333,Mills County,TX,0
2732,4800335,Mitchell County,TX,0
2733,4800337,Montague County,TX,0
2734,4800339,Montgomery County,TX,0
2735,4800341,Moore County,TX,0
2736,4800343,Morris County,TX,0
2737,4800345,Motley County,TX,0
2738,4800347,Nacogdoches County,TX,0
2739,4800349,Navarro County,TX,0
2740,4800351,Newton County,TX,0
2741,4800353,Nolan County,TX,0
2742,4800355,Nueces County,TX,1
2743,4800357,Ochiltree County,TX,0
2744,4800359,Oldham County,TX,0
2745,4800361,Orange County,TX,0
2746,4800363,Palo Pinto County,TX,0
2747,4800365,Panola County,TX,0
2748,4800367,Parker County,TX,2
2749,4800369,Parmer County,TX,0
2750,4800371,Pecos County,TX,0
2751,4800373,Polk County,TX,1
2752,4800375,Potter County,TX,0
2753,4800377,Presidio County,TX,0
2754,4800379,Rains County,TX,0
2755,4800381,Randall County,TX,0
2756,4800383,Reagan County,TX,0
2757,4800385,Real County,TX,0
2758,4800387,Red River County,TX,0
2759,4800389,Reeves County,TX,0
2760,4800391,Refugio County,TX,0
2761,4800393,Roberts County,TX,0
2762,4800395,Robertson County,TX,0
2763,4800397,Rockwall County,TX,1
2764,4800399,Runnels County,TX,0
2765,4800401,Rusk County,TX,0
2766,4800403,Sabine County,TX,0
2767,4800405,San Augustine County,TX,0
2768,4800407,San Jacinto County,TX,0
2769,4800409,San Patricio County,TX,0
2770,4800411,San Saba County,TX,0
2771,4800413,Schleicher County,TX,0
2772,4800415,Scurry County,TX,0
2773,4800417,Shackelford County,TX,0
2774,4800419,Shelby County,TX,0
2775,4800421,Sherman County,TX,0
2776,4800423,Smith County,TX,1
2777,4800425,Somervell County,TX,0
2778,4800427,Starr County,TX,0
2779,4800429,Stephens County,TX,0
2780,4800431,Sterling County,TX,0
2781,4800433,Stonewall County,TX,0
2782,4800435,Sutton County,TX,0
2783,4800437,Swisher County,TX,0
2784,4800439,Tarrant County,TX,2
2785,4800441,Taylor County,TX,0
2786,4800443,Terrell County,TX,0
2787,4800445,Terry County,TX,0
2788,4800447,Throckmorton County,TX,0
2789,4800449,Titus County,TX,0
2790,4800451,Tom Green County,TX,0
2791,4800453,Travis County,TX,5
2792,4800455,Trinity County,TX,0
2793,4800457,Tyler County,TX,0
2794,4800459,Upshur County,TX,0
2795,4800461,Upton County,TX,0
2796,4800463,Uvalde County,TX,0
2797,4800465,Val Verde County,TX,0
2798,4800467,Van Zandt County,TX,0
2799,4800469,Victoria County,TX,0
2800,4800471,Walker County,TX,0
2801,4800473,Waller County,TX,0
2802,4800475,Ward County,TX,0
2803,4800477,Washington County,TX,1
2804,4800479,Webb County,TX,1
2805,4800481,Wharton County,TX,0
2806,4800483,Wheeler County,TX,0
2807,4800485,Wichita County,TX,0
2808,4800487,Wilbarger County,TX,0
2809,4800489,Willacy County,TX,0
2810,4800491,Williamson County,TX,2
2811,4800493,Wilson County,TX,0
2812,4800495,Winkler County,TX,0
2813,4800497,Wise County,TX,0
2814,4800499,Wood County,TX,0
2815,4800501,Yoakum County,TX,0
2816,4800503,Young County,TX,0
2817,4800505,Zapata County,TX,0
2818,4800507,Zavala County,TX,0
2819,4800999,Texas,TX,0
2820,49001,Beaver County,UT,0
2821,49003,Box Elder County,UT,0
2822,49005,Cache County,UT,2
2823,49007,Carbon County,UT,0
2824,49009,Daggett County,UT,0
2825,490011,Davis County,UT,1
2826,490013,Duchesne County,UT,0
2827,490015,Emery County,UT,0
2828,490017,Garfield County,UT,0
2829,490019,Grand County,UT,1
2830,490021,Iron County,UT,0
2831,490023,Juab County,UT,0
2832,490025,Kane County,UT,0
2833,490027,Millard County,UT,0
2834,490029,Morgan County,UT,0
2835,490031,Piute County,UT,0
2836,490033,Rich County,UT,0
2837,490035,Salt Lake County,UT,14
2838,490037,San Juan County,UT,0
2839,490039,Sanpete County,UT,0
2840,490041,Sevier County,UT,0
2841,490043,Summit County,UT,2
2842,490045,Tooele County,UT,1
2843,490047,Uintah County,UT,0
2844,490049,Utah County,UT,2
2845,490051,Wasatch County,UT,0
2846,490053,Washington County,UT,4
2847,490055,Wayne County,UT,0
2848,490057,Weber County,UT,0
2849,4900999,Utah,UT,0
2850,50001,Addison County,VT,31
2851,50003,Bennington County,VT,79
2852,50005,Caledonia County,VT,10
2853,50007,Chittenden County,VT,95
2854,50009,Essex County,VT,1
2855,500011,Franklin County,VT,22
2856,500013,Grand Isle County,VT,11
2857,500015,Lamoille County,VT,6
2858,500017,Orange County,VT,16
2859,500019,Orleans County,VT,1
2860,500021,Rutland County,VT,110
2861,500023,Washington County,VT,36
2862,500025,Windham County,VT,78
2863,500027,Windsor County,VT,79
2864,5000999,Vermont,VT,1
2865,51001,Accomack County,VA,1
2866,51003,Albemarle County,VA,22
2867,51005,Alleghany County,VA,5
2868,51007,Amelia County,VA,2
2869,51009,Amherst County,VA,2
2870,510011,Appomattox County,VA,0
2871,510013,Arlington County,VA,10
2872,510015,Augusta County,VA,39
2873,510017,Bath County,VA,2
2874,510019,Bedford County,VA,5
2875,510021,Bland County,VA,1
2876,510023,Botetourt County,VA,3
2877,510025,Brunswick County,VA,0
2878,510027,Buchanan County,VA,0
2879,510029,Buckingham County,VA,1
2880,510031,Campbell County,VA,2
2881,510033,Caroline County,VA,4
2882,510035,Carroll County,VA,44
2883,510036,Charles City County,VA,1
2884,510037,Charlotte County,VA,1
2885,510041,Chesterfield County,VA,6
2886,510043,Clarke County,VA,11
2887,510045,Craig County,VA,1
2888,510047,Culpeper County,VA,23
2889,510049,Cumberland County,VA,0
2890,510051,Dickenson County,VA,0
2891,510053,Dinwiddie County,VA,0
2892,510057,Essex County,VA,0
2893,510059,Fairfax County,VA,118
2894,510061,Fauquier County,VA,38
2895,510063,Floyd County,VA,34
2896,510065,Fluvanna County,VA,1
2897,510067,Franklin County,VA,3
2898,510069,Frederick County,VA,38
2899,510071,Giles County,VA,16
2900,510073,Gloucester County,VA,0
2901,510075,Goochland County,VA,0
2902,510077,Grayson County,VA,23
2903,510079,Greene County,VA,9
2904,510081,Greensville County,VA,0
2905,510083,Halifax County,VA,0
2906,510085,Hanover County,VA,0
2907,510087,Henrico County,VA,7
2908,510089,Henry County,VA,4
2909,510091,Highland County,VA,0
2910,510093,Isle of Wight County,VA,0
2911,510095,James City County,VA,1
2912,510097,King and Queen County,VA,0
2913,510099,King George County,VA,2
2914,5100101,King William County,VA,0
2915,5100103,Lancaster County,VA,0
2916,5100105,Lee County,VA,0
2917,5100107,Loudoun County,VA,136
2918,5100109,Louisa County,VA,7
2919,5100111,Lunenburg County,VA,1
2920,5100113,Madison County,VA,4
2921,5100115,Mathews County,VA,0
2922,5100117,Mecklenburg County,VA,3
2923,5100119,Middlesex County,VA,0
2924,5100121,Montgomery County,VA,53
2925,5100125,Nelson County,VA,8
2926,5100127,New Kent County,VA,1
2927,5100131,Northampton County,VA,1
2928,5100133,Northumberland County,VA,0
2929,5100135,Nottoway County,VA,0
2930,5100137,Orange County,VA,5
2931,5100139,Page County,VA,10
2932,5100141,Patrick County,VA,3
2933,5100143,Pittsylvania County,VA,0
2934,5100145,Powhatan County,VA,1
2935,5100147,Prince Edward County,VA,2
2936,5100149,Prince George County,VA,2
2937,5100153,Prince William County,VA,39
2938,5100155,Pulaski County,VA,22
2939,5100157,Rappahannock County,VA,4
2940,5100159,Richmond County,VA,0
2941,5100161,Roanoke County,VA,23
2942,5100163,Rockbridge County,VA,14
2943,5100165,Rockingham County,VA,27
2944,5100167,Russell County,VA,0
2945,5100169,Scott County,VA,0
2946,5100171,Shenandoah County,VA,12
2947,5100173,Smyth County,VA,5
2948,5100175,Southampton County,VA,0
2949,5100177,Spotsylvania County,VA,4
2950,5100179,Stafford County,VA,12
2951,5100181,Surry County,VA,1
2952,5100183,Sussex County,VA,0
2953,5100185,Tazewell County,VA,3
2954,5100187,Warren County,VA,23
2955,5100191,Washington County,VA,0
2956,5100193,Westmoreland County,VA,0
2957,5100195,Wise County,VA,0
2958,5100197,Wythe County,VA,29
2959,5100199,York County,VA,0
2960,5100510,Alexandria city,VA,16
2961,5100515,Bedford city,VA,0
2962,5100520,Bristol city,VA,0
2963,5100530,Buena Vista city,VA,1
2964,5100540,Charlottesville city,VA,14
2965,5100550,Chesapeake city,VA,6
2966,5100570,Colonial Heights city,VA,0
2967,5100580,Covington city,VA,1
2968,5100590,Danville city,VA,0
2969,5100595,Emporia city,VA,1
2970,5100600,Fairfax city,VA,0
2971,5100610,Falls Church city,VA,1
2972,5100620,Franklin city,VA,0
2973,5100630,Fredericksburg city,VA,1
2974,5100640,Galax city,VA,28
2975,5100650,Hampton city,VA,0
2976,5100660,Harrisonburg city,VA,6
2977,5100670,Hopewell city,VA,1
2978,5100678,Lexington city,VA,1
2979,5100680,Lynchburg city,VA,5
2980,5100683,Manassas city,VA,4
2981,5100685,Manassas Park city,VA,2
2982,5100690,Martinsville city,VA,0
2983,5100700,Newport News city,VA,2
2984,5100710,Norfolk city,VA,3
2985,5100720,Norton city,VA,0
2986,5100730,Petersburg city,VA,0
2987,5100735,Poquoson city,VA,0
2988,5100740,Portsmouth city,VA,0
2989,5100750,Radford city,VA,11
2990,5100760,Richmond city,VA,3
2991,5100770,Roanoke city,VA,17
2992,5100775,Salem city,VA,3
2993,5100790,Staunton city,VA,19
2994,5100800,Suffolk city,VA,0
2995,5100810,Virginia Beach city,VA,8
2996,5100820,Waynesboro city,VA,8
2997,5100830,Williamsburg city,VA,0
2998,5100840,Winchester city,VA,8
2999,5100999,Virginia,VA,34
3000,53001,Adams County,WA,0
3001,53003,Asotin County,WA,0
3002,53005,Benton County,WA,0
3003,53007,Chelan County,WA,0
3004,53009,Clallam County,WA,0
3005,530011,Clark County,WA,1
3006,530013,Columbia County,WA,0
3007,530015,Cowlitz County,WA,0
3008,530017,Douglas County,WA,0
3009,530019,Ferry County,WA,0
3010,530021,Franklin County,WA,0
3011,530023,Garfield County,WA,0
3012,530025,Grant County,WA,0
3013,530027,Grays Harbor County,WA,0
3014,530029,Island County,WA,0
3015,530031,Jefferson County,WA,0
3016,530033,King County,WA,6
3017,530035,Kitsap County,WA,2
3018,530037,Kittitas County,WA,1
3019,530039,Klickitat County,WA,0
3020,530041,Lewis County,WA,0
3021,530043,Lincoln County,WA,0
3022,530045,Mason County,WA,0
3023,530047,Okanogan County,WA,0
3024,530049,Pacific County,WA,0
3025,530051,Pend Oreille County,WA,0
3026,530053,Pierce County,WA,2
3027,530055,San Juan County,WA,0
3028,530057,Skagit County,WA,0
3029,530059,Skamania County,WA,0
3030,530061,Snohomish County,WA,1
3031,530063,Spokane County,WA,3
3032,530065,Stevens County,WA,0
3033,530067,Thurston County,WA,1
3034,530069,Wahkiakum County,WA,0
3035,530071,Walla Walla County,WA,0
3036,530073,Whatcom County,WA,3
3037,530075,Whitman County,WA,0
3038,530077,Yakima County,WA,0
3039,5300999,Washington,WA,0
3040,54001,Barbour County,West VA,23
3041,54003,Berkeley County,West VA,46
3042,54005,Boone County,West VA,1
3043,54007,Braxton County,West VA,4
3044,54009,Brooke County,West VA,16
3045,540011,Cabell County,West VA,1
3046,540013,Calhoun County,West VA,1
3047,540015,Clay County,West VA,1
3048,540017,Doddridge County,West VA,0
3049,540019,Fayette County,West VA,5
3050,540021,Gilmer County,West VA,0
3051,540023,Grant County,West VA,6
3052,540025,Greenbrier County,West VA,23
3053,540027,Hampshire County,West VA,28
3054,540029,Hancock County,West VA,78
3055,540031,Hardy County,West VA,8
3056,540033,Harrison County,West VA,16
3057,540035,Jackson County,West VA,0
3058,540037,Jefferson County,West VA,19
3059,540039,Kanawha County,West VA,9
3060,540041,Lewis County,West VA,7
3061,540043,Lincoln County,West VA,0
3062,540045,Logan County,West VA,0
3063,540047,McDowell County,West VA,0
3064,540049,Marion County,West VA,13
3065,540051,Marshall County,West VA,16
3066,540053,Mason County,West VA,1
3067,540055,Mercer County,West VA,11
3068,540057,Mineral County,West VA,17
3069,540059,Mingo County,West VA,0
3070,540061,Monongalia County,West VA,30
3071,540063,Monroe County,West VA,17
3072,540065,Morgan County,West VA,19
3073,540067,Nicholas County,West VA,4
3074,540069,Ohio County,West VA,18
3075,540071,Pendleton County,West VA,2
3076,540073,Pleasants County,West VA,3
3077,540075,Pocahontas County,West VA,10
3078,540077,Preston County,West VA,6
3079,540079,Putnam County,West VA,0
3080,540081,Raleigh County,West VA,2
3081,540083,Randolph County,West VA,4
3082,540085,Ritchie County,West VA,0
3083,540087,Roane County,West VA,1
3084,540089,Summers County,West VA,0
3085,540091,Taylor County,West VA,7
3086,540093,Tucker County,West VA,4
3087,540095,Tyler County,West VA,0
3088,540097,Upshur County,West VA,32
3089,540099,Wayne County,West VA,2
3090,5400101,Webster County,West VA,4
3091,5400103,Wetzel County,West VA,6
3092,5400105,Wirt County,West VA,0
3093,5400107,Wood County,West VA,2
3094,5400109,Wyoming County,West VA,0
3095,5400999,West Virginia,West VA,148
3096,55001,Adams County,WI,6
3097,55003,Ashland County,WI,2
3098,55005,Barron County,WI,11
3099,55007,Bayfield County,WI,4
3100,55009,Brown County,WI,77
3101,550011,Buffalo County,WI,4
3102,550013,Burnett County,WI,6
3103,550015,Calumet County,WI,6
3104,550017,Chippewa County,WI,15
3105,550019,Clark County,WI,8
3106,550021,Columbia County,WI,20
3107,550023,Crawford County,WI,5
3108,550025,Dane County,WI,139
3109,550027,Dodge County,WI,31
3110,550029,Door County,WI,9
3111,550031,Douglas County,WI,10
3112,550033,Dunn County,WI,19
3113,550035,Eau Claire County,WI,29
3114,550037,Florence County,WI,2
3115,550039,Fond du Lac County,WI,22
3116,550041,Forest County,WI,1
3117,550043,Grant County,WI,11
3118,550045,Green County,WI,4
3119,550047,Green Lake County,WI,1
3120,550049,Iowa County,WI,5
3121,550051,Iron County,WI,1
3122,550053,Jackson County,WI,5
3123,550055,Jefferson County,WI,13
3124,550057,Juneau County,WI,9
3125,550059,Kenosha County,WI,54
3126,550061,Kewaunee County,WI,0
3127,550063,La Crosse County,WI,34
3128,550065,Lafayette County,WI,3
3129,550067,Langlade County,WI,4
3130,550069,Lincoln County,WI,2
3131,550071,Manitowoc County,WI,16
3132,550073,Marathon County,WI,24
3133,550075,Marinette County,WI,15
3134,550077,Marquette County,WI,11
3135,550078,Menominee County,WI,3
3136,550079,Milwaukee County,WI,669
3137,550081,Monroe County,WI,10
3138,550083,Oconto County,WI,11
3139,550085,Oneida County,WI,8
3140,550087,Outagamie County,WI,35
3141,550089,Ozaukee County,WI,10
3142,550091,Pepin County,WI,2
3143,550093,Pierce County,WI,7
3144,550095,Polk County,WI,16
3145,550097,Portage County,WI,19
3146,550099,Price County,WI,5
3147,5500101,Racine County,WI,83
3148,5500103,Richland County,WI,7
3149,5500105,Rock County,WI,46
3150,5500107,Rusk County,WI,5
3151,5500109,St. Croix County,WI,17
3152,5500111,Sauk County,WI,32
3153,5500113,Sawyer County,WI,4
3154,5500115,Shawano County,WI,9
3155,5500117,Sheboygan County,WI,22
3156,5500119,Taylor County,WI,6
3157,5500121,Trempealeau County,WI,10
3158,5500123,Vernon County,WI,8
3159,5500125,Vilas County,WI,7
3160,5500127,Walworth County,WI,12
3161,5500129,Washburn County,WI,6
3162,5500131,Washington County,WI,16
3163,5500133,Waukesha County,WI,64
3164,5500135,Waupaca County,WI,12
3165,5500137,Waushara County,WI,7
3166,5500139,Winnebago County,WI,46
3167,5500141,Wood County,WI,15
3168,5500999,Wisconsin,WI,2
3169,56001,Albany County,WY,0
3170,56003,Big Horn County,WY,0
3171,56005,Campbell County,WY,0
3172,56007,Carbon County,WY,0
3173,56009,Converse County,WY,0
3174,560011,Crook County,WY,0
3175,560013,Fremont County,WY,0
3176,560015,Goshen County,WY,0
3177,560017,Hot Springs County,WY,0
3178,560019,Johnson County,WY,0
3179,560021,Laramie County,WY,0
3180,560023,Lincoln County,WY,0
3181,560025,Natrona County,WY,0
3182,560027,Niobrara County,WY,0
3183,560029,Park County,WY,0
3184,560031,Platte County,WY,0
3185,560033,Sheridan County,WY,0
3186,560035,Sublette County,WY,0
3187,560037,Sweetwater County,WY,0
3188,560039,Teton County,WY,0
3189,560041,Uinta County,WY,0
3190,560043,Washakie County,WY,0
3191,560045,Weston County,WY,0
3192,5600999,Wyoming,WY,0
