,st_cty_code,county,state,cases
843,190081,Hancock County,IA,0
844,190083,Hardin County,IA,0
845,190085,Harrison County,IA,0
846,190087,Henry County,IA,2
847,190089,Howard County,IA,0
848,190091,Humboldt County,IA,0
849,190093,Ida County,IA,0
850,190095,Iowa County,IA,3
851,190097,Jackson County,IA,4
852,190099,Jasper County,IA,2
853,1900101,Jefferson County,IA,4
854,1900103,Johnson County,IA,58
855,1900105,Jones County,IA,2
856,1900107,Keokuk County,IA,1
857,1900109,Kossuth County,IA,0
858,1900111,Lee County,IA,4
859,1900113,Linn County,IA,47
860,1900115,Louisa County,IA,0
861,1900117,Lucas County,IA,0
862,1900119,Lyon County,IA,0
863,1900121,Madison County,IA,0
864,1900123,Mahaska County,IA,1
865,1900125,Marion County,IA,2
866,1900127,Marshall County,IA,2
867,1900129,Mills County,IA,0
868,1900131,Mitchell County,IA,0
869,1900133,Monona County,IA,0
870,1900135,Monroe County,IA,2
871,1900137,Montgomery County,IA,0
872,1900139,Muscatine County,IA,7
873,1900141,O'Brien County,IA,0
874,1900143,Osceola County,IA,0
875,1900145,Page County,IA,0
876,1900147,Palo Alto County,IA,0
877,1900149,Plymouth County,IA,1
878,1900151,Pocahontas County,IA,0
879,1900153,Polk County,IA,11
880,1900155,Pottawattamie County,IA,2
881,1900157,Poweshiek County,IA,1
882,1900159,Ringgold County,IA,0
883,1900161,Sac County,IA,0
884,1900163,Scott County,IA,11
885,1900165,Shelby County,IA,1
886,1900167,Sioux County,IA,0
887,1900169,Story County,IA,1
888,1900171,Tama County,IA,2
889,1900173,Taylor County,IA,0
890,1900175,Union County,IA,0
891,1900177,Van Buren County,IA,0
892,1900179,Wapello County,IA,1
893,1900181,Warren County,IA,2
894,1900183,Washington County,IA,3
895,1900185,Wayne County,IA,0
896,1900187,Webster County,IA,5
897,1900189,Winnebago County,IA,0
898,1900191,Winneshiek County,IA,9
899,1900193,Woodbury County,IA,1
900,1900195,Worth County,IA,0
901,1900197,Wright County,IA,0
902,1900999,Iowa,IA,0
903,20001,Allen County,KS,2
904,20003,Anderson County,KS,0
905,20005,Atchison County,KS,0
906,20007,Barber County,KS,1
907,20009,Barton County,KS,0
908,200011,Bourbon County,KS,1
909,200013,Brown County,KS,0
910,200015,Butler County,KS,0
911,200017,Chase County,KS,0
912,200019,Chautauqua County,KS,0
913,200021,Cherokee County,KS,1
914,200023,Cheyenne County,KS,0
915,200025,Clark County,KS,0
916,200027,Clay County,KS,0
917,200029,Cloud County,KS,0
918,200031,Coffey County,KS,0
919,200033,Comanche County,KS,0
920,200035,Cowley County,KS,1
921,200037,Crawford County,KS,2
922,200039,Decatur County,KS,0
923,200041,Dickinson County,KS,0
924,200043,Doniphan County,KS,0
925,200045,Douglas County,KS,2
926,200047,Edwards County,KS,0
927,200049,Elk County,KS,0
928,200051,Ellis County,KS,0
929,200053,Ellsworth County,KS,0
930,200055,Finney County,KS,0
931,200057,Ford County,KS,1
932,200059,Franklin County,KS,0
933,200061,Geary County,KS,1
934,200063,Gove County,KS,0
935,200065,Graham County,KS,0
936,200067,Grant County,KS,0
937,200069,Gray County,KS,1
938,200071,Greeley County,KS,0
939,200073,Greenwood County,KS,0
940,200075,Hamilton County,KS,0
941,200077,Harper County,KS,0
942,200079,Harvey County,KS,0
943,200081,Haskell County,KS,0
944,200083,Hodgeman County,KS,0
945,200085,Jackson County,KS,1
946,200087,Jefferson County,KS,1
947,200089,Jewell County,KS,0
948,200091,Johnson County,KS,6
949,200093,Kearny County,KS,0
950,200095,Kingman County,KS,0
951,200097,Kiowa County,KS,0
952,200099,Labette County,KS,1
953,2000101,Lane County,KS,0
954,2000103,Leavenworth County,KS,1
955,2000105,Lincoln County,KS,0
956,2000107,Linn County,KS,0
957,2000109,Logan County,KS,0
958,2000111,Lyon County,KS,0
959,2000113,McPherson County,KS,0
960,2000115,Marion County,KS,0
961,2000117,Marshall County,KS,0
962,2000119,Meade County,KS,0
963,2000121,Miami County,KS,0
964,2000123,Mitchell County,KS,0
965,2000125,Montgomery County,KS,0
966,2000127,Morris County,KS,0
967,2000129,Morton County,KS,0
968,2000131,Nemaha County,KS,0
969,2000133,Neosho County,KS,1
970,2000135,Ness County,KS,0
971,2000137,Norton County,KS,0
972,2000139,Osage County,KS,0
973,2000141,Osborne County,KS,1
974,2000143,Ottawa County,KS,0
975,2000145,Pawnee County,KS,0
976,2000147,Phillips County,KS,0
977,2000149,Pottawatomie County,KS,0
978,2000151,Pratt County,KS,1
979,2000153,Rawlins County,KS,0
980,2000155,Reno County,KS,0
981,2000157,Republic County,KS,0
982,2000159,Rice County,KS,0
983,2000161,Riley County,KS,0
984,2000163,Rooks County,KS,0
985,2000165,Rush County,KS,0
986,2000167,Russell County,KS,0
987,2000169,Saline County,KS,0
988,2000171,Scott County,KS,0
989,2000173,Sedgwick County,KS,1
990,2000175,Seward County,KS,0
991,2000177,Shawnee County,KS,3
992,2000179,Sheridan County,KS,0
993,2000181,Sherman County,KS,0
994,2000183,Smith County,KS,0
995,2000185,Stafford County,KS,0
996,2000187,Stanton County,KS,0
997,2000189,Stevens County,KS,0
998,2000191,Sumner County,KS,0
999,2000193,Thomas County,KS,0
1000,2000195,Trego County,KS,0
1001,2000197,Wabaunsee County,KS,0
1002,2000199,Wallace County,KS,0
1003,2000201,Washington County,KS,0
1004,2000203,Wichita County,KS,0
1005,2000205,Wilson County,KS,0
1006,2000207,Woodson County,KS,0
1007,2000209,Wyandotte County,KS,0
1008,2000999,Kansas,KS,0
1009,21001,Adair County,KY,1
1010,21003,Allen County,KY,0
1011,21005,Anderson County,KY,0
1012,21007,Ballard County,KY,0
1013,21009,Barren County,KY,0
1014,210011,Bath County,KY,0
1015,210013,Bell County,KY,0
1016,210015,Boone County,KY,1
1017,210017,Bourbon County,KY,0
1018,210019,Boyd County,KY,0
1019,210021,Boyle County,KY,0
1020,210023,Bracken County,KY,0
1021,210025,Breathitt County,KY,0
1022,210027,Breckinridge County,KY,0
1023,210029,Bullitt County,KY,0
1024,210031,Butler County,KY,0
1025,210033,Caldwell County,KY,0
1026,210035,Calloway County,KY,0
1027,210037,Campbell County,KY,0
1028,210039,Carlisle County,KY,0
1029,210041,Carroll County,KY,0
1030,210043,Carter County,KY,0
1031,210045,Casey County,KY,0
1032,210047,Christian County,KY,0
1033,210049,Clark County,KY,0
1034,210051,Clay County,KY,0
1035,210053,Clinton County,KY,0
1036,210055,Crittenden County,KY,0
1037,210057,Cumberland County,KY,0
1038,210059,Daviess County,KY,0
1039,210061,Edmonson County,KY,0
1040,210063,Elliott County,KY,0
1041,210065,Estill County,KY,0
1042,210067,Fayette County,KY,0
1043,210069,Fleming County,KY,0
1044,210071,Floyd County,KY,0
1045,210073,Franklin County,KY,0
1046,210075,Fulton County,KY,0
1047,210077,Gallatin County,KY,0
1048,210079,Garrard County,KY,0
1049,210081,Grant County,KY,0
1050,210083,Graves County,KY,0
1051,210085,Grayson County,KY,0
1052,210087,Green County,KY,1
1053,210089,Greenup County,KY,1
1054,210091,Hancock County,KY,0
1055,210093,Hardin County,KY,0
1056,210095,Harlan County,KY,0
1057,210097,Harrison County,KY,0
1058,210099,Hart County,KY,0
1059,2100101,Henderson County,KY,0
1060,2100103,Henry County,KY,1
1061,2100105,Hickman County,KY,0
1062,2100107,Hopkins County,KY,0
1063,2100109,Jackson County,KY,0
1064,2100111,Jefferson County,KY,1
1065,2100113,Jessamine County,KY,0
1066,2100115,Johnson County,KY,0
1067,2100117,Kenton County,KY,3
1068,2100119,Knott County,KY,0
1069,2100121,Knox County,KY,0
1070,2100123,Larue County,KY,0
1071,2100125,Laurel County,KY,0
1072,2100127,Lawrence County,KY,0
1073,2100129,Lee County,KY,0
1074,2100131,Leslie County,KY,0
1075,2100133,Letcher County,KY,0
1076,2100135,Lewis County,KY,0
1077,2100137,Lincoln County,KY,0
1078,2100139,Livingston County,KY,0
1079,2100141,Logan County,KY,0
1080,2100143,Lyon County,KY,0
1081,2100145,McCracken County,KY,0
1082,2100147,McCreary County,KY,0
1083,2100149,McLean County,KY,0
1084,2100151,Madison County,KY,0
1085,2100153,Magoffin County,KY,0
1086,2100155,Marion County,KY,0
1087,2100157,Marshall County,KY,0
1088,2100159,Martin County,KY,0
1089,2100161,Mason County,KY,0
1090,2100163,Meade County,KY,0
1091,2100165,Menifee County,KY,0
1092,2100167,Mercer County,KY,0
1093,2100169,Metcalfe County,KY,0
1094,2100171,Monroe County,KY,0
1095,2100173,Montgomery County,KY,0
1096,2100175,Morgan County,KY,0
1097,2100177,Muhlenberg County,KY,0
1098,2100179,Nelson County,KY,0
1099,2100181,Nicholas County,KY,0
1100,2100183,Ohio County,KY,0
1101,2100185,Oldham County,KY,0
1102,2100187,Owen County,KY,0
1103,2100189,Owsley County,KY,0
1104,2100191,Pendleton County,KY,1
1105,2100193,Perry County,KY,0
1106,2100195,Pike County,KY,0
1107,2100197,Powell County,KY,0
1108,2100199,Pulaski County,KY,0
1109,2100201,Robertson County,KY,0
1110,2100203,Rockcastle County,KY,0
1111,2100205,Rowan County,KY,0
1112,2100207,Russell County,KY,0
1113,2100209,Scott County,KY,0
1114,2100211,Shelby County,KY,0
1115,2100213,Simpson County,KY,0
1116,2100215,Spencer County,KY,0
1117,2100217,Taylor County,KY,0
1118,2100219,Todd County,KY,0
1119,2100221,Trigg County,KY,0
1120,2100223,Trimble County,KY,0
1121,2100225,Union County,KY,0
1122,2100227,Warren County,KY,1
1123,2100229,Washington County,KY,0
1124,2100231,Wayne County,KY,0
1125,2100233,Webster County,KY,0
1126,2100235,Whitley County,KY,0
1127,2100237,Wolfe County,KY,0
1128,2100239,Woodford County,KY,0
1129,2100999,Kentucky,KY,11
1130,22001,Acadia Parish,LA,0
1131,22003,Allen Parish,LA,0
1132,22005,Ascension Parish,LA,0
1133,22007,Assumption Parish,LA,0
1134,22009,Avoyelles Parish,LA,0
1135,220011,Beauregard Parish,LA,0
1136,220013,Bienville Parish,LA,0
1137,220015,Bossier Parish,LA,0
1138,220017,Caddo Parish,LA,0
1139,220019,Calcasieu Parish,LA,0
1140,220021,Caldwell Parish,LA,0
1141,220023,Cameron Parish,LA,0
1142,220025,Catahoula Parish,LA,0
1143,220027,Claiborne Parish,LA,0
1144,220029,Concordia Parish,LA,0
1145,220031,De Soto Parish,LA,0
1146,220033,East Baton Rouge Parish,LA,1
1147,220035,East Carroll Parish,LA,0
1148,220037,East Feliciana Parish,LA,0
1149,220039,Evangeline Parish,LA,0
1150,220041,Franklin Parish,LA,0
1151,220043,Grant Parish,LA,0
1152,220045,Iberia Parish,LA,0
1153,220047,Iberville Parish,LA,0
1154,220049,Jackson Parish,LA,0
1155,220051,Jefferson Parish,LA,0
1156,220053,Jefferson Davis Parish,LA,0
1157,220055,Lafayette Parish,LA,0
1158,220057,Lafourche Parish,LA,1
1159,220059,LaSalle Parish,LA,0
1160,220061,Lincoln Parish,LA,0
1161,220063,Livingston Parish,LA,0
1162,220065,Madison Parish,LA,0
1163,220067,Morehouse Parish,LA,0
1164,220069,Natchitoches Parish,LA,0
1165,220071,Orleans Parish,LA,2
1166,220073,Ouachita Parish,LA,0
1167,220075,Plaquemines Parish,LA,0
1168,220077,Pointe Coupee Parish,LA,0
1169,220079,Rapides Parish,LA,0
1170,220081,Red River Parish,LA,0
1171,220083,Richland Parish,LA,0
1172,220085,Sabine Parish,LA,0
1173,220087,St. Bernard Parish,LA,0
1174,220089,St. Charles Parish,LA,0
1175,220091,St. Helena Parish,LA,0
1176,220093,St. James Parish,LA,0
1177,220095,St. John the Baptist Parish,LA,0
1178,220097,St. Landry Parish,LA,0
1179,220099,St. Martin Parish,LA,0
1180,2200101,St. Mary Parish,LA,0
1181,2200103,St. Tammany Parish,LA,0
1182,2200105,Tangipahoa Parish,LA,0
1183,2200107,Tensas Parish,LA,0
1184,2200109,Terrebonne Parish,LA,0
1185,2200111,Union Parish,LA,0
1186,2200113,Vermilion Parish,LA,0
1187,2200115,Vernon Parish,LA,0
1188,2200117,Washington Parish,LA,0
1189,2200119,Webster Parish,LA,0
1190,2200121,West Baton Rouge Parish,LA,0
1191,2200123,West Carroll Parish,LA,0
1192,2200125,West Feliciana Parish,LA,0
1193,2200127,Winn Parish,LA,0
1194,2200999,Lousiana,LA,0
1195,23001,Androscoggin County,ME,68
1196,23003,Aroostook County,ME,4
1197,23005,Cumberland County,ME,284
1198,23007,Franklin County,ME,13
1199,23009,Hancock County,ME,174
1200,230011,Kennebec County,ME,181
1201,230013,Knox County,ME,104
1202,230015,Lincoln County,ME,62
1203,230017,Oxford County,ME,47
1204,230019,Penobscot County,ME,77
1205,230021,Piscataquis County,ME,2
1206,230023,Sagadahoc County,ME,47
1207,230025,Somerset County,ME,45
1208,230027,Waldo County,ME,78
1209,230029,Washington County,ME,15
1210,230031,York County,ME,201
1211,2300999,Maine,ME,3
1212,24001,Allegany County,MD,85
1213,24003,Anne Arundel County,MD,90
1214,24005,Baltimore County,MD,176
1215,24009,Calvert County,MD,103
1216,240011,Caroline County,MD,4
1217,240013,Carroll County,MD,147
1218,240015,Cecil County,MD,65
1219,240017,Charles County,MD,8
1220,240019,Dorchester County,MD,0
1221,240021,Frederick County,MD,110
1222,240023,Garrett County,MD,14
1223,240025,Harford County,MD,156
1224,240027,Howard County,MD,107
1225,240029,Kent County,MD,9
1226,240031,Montgomery County,MD,135
1227,240033,Prince George's County,MD,16
1228,240035,Queen Anne's County,MD,30
1229,240037,St. Mary's County,MD,30
1230,240039,Somerset County,MD,5
1231,240041,Talbot County,MD,12
1232,240043,Washington County,MD,36
1233,240045,Wicomico County,MD,11
1234,240047,Worcester County,MD,4
1235,2400510,Baltimore city,MD,29
1236,2400999,Maryland,MD,0
1237,25001,Barnstable County,MA,0
1238,25003,Berkshire County,MA,0
1239,25005,Bristol County,MA,1
1240,25007,Dukes County,MA,0
1241,25009,Essex County,MA,0
1242,250011,Franklin County,MA,0
1243,250013,Hampden County,MA,0
1244,250015,Hampshire County,MA,1
1245,250017,Middlesex County,MA,0
1246,250019,Nantucket County,MA,0
1247,250021,Norfolk County,MA,0
1248,250023,Plymouth County,MA,2
1249,250025,Suffolk County,MA,11
1250,250027,Worcester County,MA,1
1251,2500999,Massachusetts,MA,0
1252,26001,Alcona County,MI,0
1253,26003,Alger County,MI,0
1254,26005,Allegan County,MI,4
1255,26007,Alpena County,MI,1
1256,26009,Antrim County,MI,1
1257,260011,Arenac County,MI,0
1258,260013,Baraga County,MI,0
1259,260015,Barry County,MI,6
1260,260017,Bay County,MI,4
1261,260019,Benzie County,MI,2
1262,260021,Berrien County,MI,25
1263,260023,Branch County,MI,0
1264,260025,Calhoun County,MI,9
1265,260027,Cass County,MI,10
1266,260029,Charlevoix County,MI,0
1267,260031,Cheboygan County,MI,1
1268,260033,Chippewa County,MI,1
1269,260035,Clare County,MI,0
1270,260037,Clinton County,MI,1
1271,260039,Crawford County,MI,0
1272,260041,Delta County,MI,3
1273,260043,Dickinson County,MI,32
1274,260045,Eaton County,MI,1
1275,260047,Emmet County,MI,0
1276,260049,Genesee County,MI,1
1277,260051,Gladwin County,MI,0
1278,260053,Gogebic County,MI,2
1279,260055,Grand Traverse County,MI,3
1280,260057,Gratiot County,MI,0
1281,260059,Hillsdale County,MI,1
1282,260061,Houghton County,MI,8
1283,260063,Huron County,MI,0
1284,260065,Ingham County,MI,4
1285,260067,Ionia County,MI,0
1286,260069,Iosco County,MI,0
1287,260071,Iron County,MI,1
1288,260073,Isabella County,MI,1
1289,260075,Jackson County,MI,0
1290,260077,Kalamazoo County,MI,38
1291,260079,Kalkaska County,MI,0
1292,260081,Kent County,MI,10
1293,260083,Keweenaw County,MI,0
1294,260085,Lake County,MI,1
1295,260087,Lapeer County,MI,0
1296,260089,Leelanau County,MI,2
1297,260091,Lenawee County,MI,0
1298,260093,Livingston County,MI,0
1299,260095,Luce County,MI,0
1300,260097,Mackinac County,MI,1
1301,260099,Macomb County,MI,8
1302,2600101,Manistee County,MI,6
1303,2600103,Marquette County,MI,9
1304,2600105,Mason County,MI,1
1305,2600107,Mecosta County,MI,1
1306,2600109,Menominee County,MI,12
1307,2600111,Midland County,MI,0
1308,2600113,Missaukee County,MI,0
1309,2600115,Monroe County,MI,0
1310,2600117,Montcalm County,MI,0
1311,2600119,Montmorency County,MI,0
1312,2600121,Muskegon County,MI,1
1313,2600123,Newaygo County,MI,0
1314,2600125,Oakland County,MI,14
1315,2600127,Oceana County,MI,3
1316,2600129,Ogemaw County,MI,0
1317,2600131,Ontonagon County,MI,3
1318,2600133,Osceola County,MI,0
1319,2600135,Oscoda County,MI,1
1320,2600137,Otsego County,MI,0
1321,2600139,Ottawa County,MI,8
1322,2600141,Presque Isle County,MI,0
1323,2600143,Roscommon County,MI,0
1324,2600145,Saginaw County,MI,1
1325,2600147,St. Clair County,MI,1
1326,2600149,St. Joseph County,MI,1
1327,2600151,Sanilac County,MI,0
1328,2600153,Schoolcraft County,MI,0
1329,2600155,Shiawassee County,MI,0
1330,2600157,Tuscola County,MI,0
1331,2600159,Van Buren County,MI,4
1332,2600161,Washtenaw County,MI,9
1333,2600163,Wayne County,MI,5
1334,2600165,Wexford County,MI,0
1335,2600999,Michigan,MI,0
1336,27001,Aitkin County,MN,18
1337,27003,Anoka County,MN,94
1338,27005,Becker County,MN,34
1339,27007,Beltrami County,MN,35
1340,27009,Benton County,MN,7
1341,270011,Big Stone County,MN,0
1342,270013,Blue Earth County,MN,5
1343,270015,Brown County,MN,0
1344,270017,Carlton County,MN,33
1345,270019,Carver County,MN,12
1346,270021,Cass County,MN,53
1347,270023,Chippewa County,MN,0
1348,270025,Chisago County,MN,25
1349,270027,Clay County,MN,8
1350,270029,Clearwater County,MN,8
1351,270031,Cook County,MN,1
1352,270033,Cottonwood County,MN,1
1353,270035,Crow Wing County,MN,84
1354,270037,Dakota County,MN,73
1355,270039,Dodge County,MN,1
1356,270041,Douglas County,MN,2
1357,270043,Faribault County,MN,0
1358,270045,Fillmore County,MN,10
1359,270047,Freeborn County,MN,0
1360,270049,Goodhue County,MN,19
1361,270051,Grant County,MN,0
1362,270053,Hennepin County,MN,187
1363,270055,Houston County,MN,11
1364,270057,Hubbard County,MN,41
1365,270059,Isanti County,MN,14
1366,270061,Itasca County,MN,62
1367,270063,Jackson County,MN,0
1368,270065,Kanabec County,MN,13
1369,270067,Kandiyohi County,MN,9
1370,270069,Kittson County,MN,0
1371,270071,Koochiching County,MN,4
1372,270073,Lac qui Parle County,MN,0
1373,270075,Lake County,MN,14
1374,270077,Lake of the Woods County,MN,1
1375,270079,Le Sueur County,MN,1
1376,270081,Lincoln County,MN,0
1377,270083,Lyon County,MN,0
1378,270085,McLeod County,MN,6
1379,270087,Mahnomen County,MN,3
1380,270089,Marshall County,MN,6
1381,270091,Martin County,MN,0
1382,270093,Meeker County,MN,5
1383,270095,Mille Lacs County,MN,14
1384,270097,Morrison County,MN,11
1385,270099,Mower County,MN,2
1386,2700101,Murray County,MN,0
1387,2700103,Nicollet County,MN,3
1388,2700105,Nobles County,MN,0
1389,2700107,Norman County,MN,3
1390,2700109,Olmsted County,MN,26
1391,2700111,Otter Tail County,MN,28
1392,2700113,Pennington County,MN,2
1393,2700115,Pine County,MN,45
1394,2700117,Pipestone County,MN,0
1395,2700119,Polk County,MN,7
1396,2700121,Pope County,MN,0
1397,2700123,Ramsey County,MN,109
1398,2700125,Red Lake County,MN,4
1399,2700127,Redwood County,MN,0
1400,2700129,Renville County,MN,3
1401,2700131,Rice County,MN,10
1402,2700133,Rock County,MN,0
1403,2700135,Roseau County,MN,7
1404,2700137,St. Louis County,MN,82
1405,2700139,Scott County,MN,22
1406,2700141,Sherburne County,MN,42
1407,2700143,Sibley County,MN,2
1408,2700145,Stearns County,MN,36
1409,2700147,Steele County,MN,4
1410,2700149,Stevens County,MN,2
1411,2700151,Swift County,MN,1
1412,2700153,Todd County,MN,12
1413,2700155,Traverse County,MN,0
1414,2700157,Wabasha County,MN,5
1415,2700159,Wadena County,MN,11
1416,2700161,Waseca County,MN,2
1417,2700163,Washington County,MN,90
1418,2700165,Watonwan County,MN,1
1419,2700167,Wilkin County,MN,0
1420,2700169,Winona County,MN,27
1421,2700171,Wright County,MN,28
1422,2700173,Yellow Medicine County,MN,0
1423,2700999,Minnesota,MN,0
1424,28001,Adams County,MS,0
1425,28003,Alcorn County,MS,0
1426,28005,Amite County,MS,0
1427,28007,Attala County,MS,0
1428,28009,Benton County,MS,0
1429,280011,Bolivar County,MS,0
1430,280013,Calhoun County,MS,0
1431,280015,Carroll County,MS,0
1432,280017,Chickasaw County,MS,0
1433,280019,Choctaw County,MS,0
1434,280021,Claiborne County,MS,0
1435,280023,Clarke County,MS,0
1436,280025,Clay County,MS,0
1437,280027,Coahoma County,MS,0
1438,280029,Copiah County,MS,0
1439,280031,Covington County,MS,0
1440,280033,DeSoto County,MS,0
1441,280035,Forrest County,MS,0
1442,280037,Franklin County,MS,0
1443,280039,George County,MS,0
1444,280041,Greene County,MS,0
1445,280043,Grenada County,MS,0
1446,280045,Hancock County,MS,0
1447,280047,Harrison County,MS,1
1448,280049,Hinds County,MS,0
1449,280051,Holmes County,MS,0
1450,280053,Humphreys County,MS,0
1451,280055,Issaquena County,MS,0
1452,280057,Itawamba County,MS,0
1453,280059,Jackson County,MS,0
1454,280061,Jasper County,MS,0
1455,280063,Jefferson County,MS,0
1456,280065,Jefferson Davis County,MS,1
1457,280067,Jones County,MS,0
1458,280069,Kemper County,MS,0
1459,280071,Lafayette County,MS,0
1460,280073,Lamar County,MS,0
1461,280075,Lauderdale County,MS,0
1462,280077,Lawrence County,MS,0
1463,280079,Leake County,MS,0
1464,280081,Lee County,MS,0
1465,280083,Leflore County,MS,0
1466,280085,Lincoln County,MS,0
1467,280087,Lowndes County,MS,0
1468,280089,Madison County,MS,0
1469,280091,Marion County,MS,0
1470,280093,Marshall County,MS,0
1471,280095,Monroe County,MS,0
1472,280097,Montgomery County,MS,0
1473,280099,Neshoba County,MS,0
1474,2800101,Newton County,MS,0
1475,2800103,Noxubee County,MS,0
1476,2800105,Oktibbeha County,MS,0
1477,2800107,Panola County,MS,0
1478,2800109,Pearl River County,MS,1
1479,2800111,Perry County,MS,0
1480,2800113,Pike County,MS,0
1481,2800115,Pontotoc County,MS,0
1482,2800117,Prentiss County,MS,0
1483,2800119,Quitman County,MS,0
1484,2800121,Rankin County,MS,0
1485,2800123,Scott County,MS,0
1486,2800125,Sharkey County,MS,0
1487,2800127,Simpson County,MS,0
1488,2800129,Smith County,MS,0
1489,2800131,Stone County,MS,0
1490,2800133,Sunflower County,MS,0
1491,2800135,Tallahatchie County,MS,0
1492,2800137,Tate County,MS,1
1493,2800139,Tippah County,MS,0
1494,2800141,Tishomingo County,MS,0
1495,2800143,Tunica County,MS,0
1496,2800145,Union County,MS,0
1497,2800147,Walthall County,MS,0
1498,2800149,Warren County,MS,0
1499,2800151,Washington County,MS,0
1500,2800153,Wayne County,MS,0
1501,2800155,Webster County,MS,0
1502,2800157,Wilkinson County,MS,0
1503,2800159,Winston County,MS,0
1504,2800161,Yalobusha County,MS,0
1505,2800163,Yazoo County,MS,0
1506,2800999,Mississippi,MS,0
1507,29001,Adair County,MO,0
1508,29003,Andrew County,MO,0
1509,29005,Atchison County,MO,0
1510,29007,Audrain County,MO,0
1511,29009,Barry County,MO,0
1512,290011,Barton County,MO,0
1513,290013,Bates County,MO,0
1514,290015,Benton County,MO,0
1515,290017,Bollinger County,MO,0
1516,290019,Boone County,MO,0
1517,290021,Buchanan County,MO,0
1518,290023,Butler County,MO,0
1519,290025,Caldwell County,MO,0
1520,290027,Callaway County,MO,0
1521,290029,Camden County,MO,0
1522,290031,Cape Girardeau County,MO,0
1523,290033,Carroll County,MO,0
1524,290035,Carter County,MO,0
1525,290037,Cass County,MO,0
1526,290039,Cedar County,MO,0
1527,290041,Chariton County,MO,0
1528,290043,Christian County,MO,1
1529,290045,Clark County,MO,0
1530,290047,Clay County,MO,0
1531,290049,Clinton County,MO,0
1532,290051,Cole County,MO,0
1533,290053,Cooper County,MO,0
1534,290055,Crawford County,MO,0
1535,290057,Dade County,MO,0
1536,290059,Dallas County,MO,0
1537,290061,Daviess County,MO,0
1538,290063,DeKalb County,MO,0
1539,290065,Dent County,MO,0
1540,290067,Douglas County,MO,0
1541,290069,Dunklin County,MO,0
1542,290071,Franklin County,MO,1
1543,290073,Gasconade County,MO,0
1544,290075,Gentry County,MO,0
1545,290077,Greene County,MO,0
1546,290079,Grundy County,MO,0
1547,290081,Harrison County,MO,0
1548,290083,Henry County,MO,0
1549,290085,Hickory County,MO,0
1550,290087,Holt County,MO,1
1551,290089,Howard County,MO,0
1552,290091,Howell County,MO,0
1553,290093,Iron County,MO,0
1554,290095,Jackson County,MO,3
1555,290097,Jasper County,MO,0
1556,290099,Jefferson County,MO,0
1557,2900101,Johnson County,MO,0
1558,2900103,Knox County,MO,0
1559,2900105,Laclede County,MO,0
1560,2900107,Lafayette County,MO,0
1561,2900109,Lawrence County,MO,0
1562,2900111,Lewis County,MO,0
1563,2900113,Lincoln County,MO,0
1564,2900115,Linn County,MO,0
1565,2900117,Livingston County,MO,0
1566,2900119,McDonald County,MO,0
1567,2900121,Macon County,MO,0
1568,2900123,Madison County,MO,0
1569,2900125,Maries County,MO,0
1570,2900127,Marion County,MO,0
1571,2900129,Mercer County,MO,0
1572,2900131,Miller County,MO,0
1573,2900133,Mississippi County,MO,0
1574,2900135,Moniteau County,MO,0
1575,2900137,Monroe County,MO,0
1576,2900139,Montgomery County,MO,0
1577,2900141,Morgan County,MO,0
1578,2900143,New Madrid County,MO,0
1579,2900145,Newton County,MO,0
1580,2900147,Nodaway County,MO,1
1581,2900149,Oregon County,MO,0
1582,2900151,Osage County,MO,0
1583,2900153,Ozark County,MO,0
1584,2900155,Pemiscot County,MO,0
1585,2900157,Perry County,MO,0
1586,2900159,Pettis County,MO,1
1587,2900161,Phelps County,MO,0
1588,2900163,Pike County,MO,0
1589,2900165,Platte County,MO,0
1590,2900167,Polk County,MO,0
1591,2900169,Pulaski County,MO,0
1592,2900171,Putnam County,MO,0
1593,2900173,Ralls County,MO,0
1594,2900175,Randolph County,MO,0
1595,2900177,Ray County,MO,0
1596,2900179,Reynolds County,MO,0
1597,2900181,Ripley County,MO,0
1598,2900183,St. Charles County,MO,0
1599,2900185,St. Clair County,MO,0
1600,2900186,Ste. Genevieve County,MO,0
1601,2900187,St. Francois County,MO,0
1602,2900189,St. Louis County,MO,2
1603,2900195,Saline County,MO,0
1604,2900197,Schuyler County,MO,0
1605,2900199,Scotland County,MO,0
1606,2900201,Scott County,MO,0
1607,2900203,Shannon County,MO,0
1608,2900205,Shelby County,MO,0
1609,2900207,Stoddard County,MO,0
1610,2900209,Stone County,MO,0
1611,2900211,Sullivan County,MO,0
1612,2900213,Taney County,MO,1
1613,2900215,Texas County,MO,0
1614,2900217,Vernon County,MO,0
1615,2900219,Warren County,MO,0
1616,2900221,Washington County,MO,0
1617,2900223,Wayne County,MO,0
1618,2900225,Webster County,MO,0
1619,2900227,Worth County,MO,0
1620,2900229,Wright County,MO,0
1621,2900510,St. Louis city,MO,0
1622,2900999,Missouri,MO,0
1623,30001,Beaverhead County,MT,0
1624,30003,Big Horn County,MT,0
1625,30005,Blaine County,MT,0
1626,30007,Broadwater County,MT,0
1627,30009,Carbon County,MT,0
1628,300011,Carter County,MT,0
1629,300013,Cascade County,MT,0
1630,300015,Chouteau County,MT,0
1631,300017,Custer County,MT,0
1632,300019,Daniels County,MT,1
1633,300021,Dawson County,MT,0
1634,300023,Deer Lodge County,MT,0
1635,300025,Fallon County,MT,0
1636,300027,Fergus County,MT,0
1637,300029,Flathead County,MT,2
