,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Hudson,31.0,31.8,40.1,50.5,61.1,70.3,75.6,73.8,67.0,55.9,45.0,35.0
