,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Camden,31.8,33.0,41.5,51.6,62.0,70.8,75.6,73.8,67.1,55.8,45.0,35.3
