,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Warren,25.5,27.0,36.2,47.3,58.0,66.4,71.2,69.1,62.3,51.1,40.0,29.5
