,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Hunterdon,27.3,28.7,37.7,48.4,58.8,67.5,72.3,70.3,63.6,52.4,41.4,31.1
