,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Passaic,26.6,27.9,36.7,48.0,58.6,66.9,71.8,70.0,63.1,52.1,41.2,30.8
