,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Salem,32.1,33.2,41.9,51.9,62.3,71.0,75.9,74.0,67.5,56.2,45.3,35.6
