,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Cumberland,32.2,33.3,41.5,51.1,61.3,70.0,74.9,73.3,67.0,55.8,45.2,35.6
