,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Atlantic,32.1,33.1,40.9,50.3,60.4,69.3,74.4,72.9,66.6,55.5,45.1,35.6
