,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
128,Morris,26.5,27.9,36.8,47.9,58.3,66.7,71.5,69.7,62.9,51.9,41.0,30.5
